test_data_id,profit_per_user,model_size,module_count,topology_degree,bandwidth,gpu_cost,memory_cost,bandwidth_cost,computation_ability,memory_ability,degree_std,degree_min,degree_max,avg_shortest_path_len,shortest_path_len_std,shortest_path_len_max,link_bandwidth_mean,link_bandwidth_min,link_bandwidth_max,seg_compute_demand_mean,seg_compute_demand_std,seg_memory_demand_mean,seg_memory_demand_std,seg_boundary_mb_mean,seg_boundary_mb_std,seg_boundary_mb_max,global_compute_per_user,total_memory_demand,total_compute_capacity,total_memory_capacity,multi_func_min_cost_cost,multi_func_min_cost_deploy_cost,multi_func_min_cost_comm_cost,multi_func_min_cost_profit,multi_func_min_cost_users,multi_func_min_cost_nodes,multi_func_min_cost_avg_modules,multi_func_min_cost_chain_count,multi_func_profit_cost,multi_func_profit_deploy_cost,multi_func_profit_comm_cost,multi_func_profit_profit,multi_func_profit_users,multi_func_profit_nodes,multi_func_profit_avg_modules,multi_func_profit_chain_count,multi_func_profit_avg_users_per_chain,multi_func_profit_avg_nodes_per_chain,multi_func_profit_compute_util,multi_func_profit_memory_util,multi_func_worst_profit_cost,multi_func_worst_profit_deploy_cost,multi_func_worst_profit_comm_cost,multi_func_worst_profit_profit,multi_func_worst_profit_users,multi_func_worst_profit_nodes,multi_func_worst_profit_avg_modules,multi_func_worst_profit_chain_count,multi_func_max_users_cost,multi_func_max_users_deploy_cost,multi_func_max_users_comm_cost,multi_func_max_users_profit,multi_func_max_users_users,multi_func_max_users_nodes,multi_func_max_users_avg_modules,multi_func_max_users_chain_count,multi_func_max_users_avg_users_per_chain,multi_func_max_users_avg_nodes_per_chain,multi_func_max_users_compute_util,multi_func_max_users_memory_util,sp_error,sp_cost,sp_deploy_cost,sp_comm_cost,sp_profit,sp_users,sp_nodes,sp_avg_modules,sp_chain_count,sp_avg_users_per_chain,sp_avg_nodes_per_chain,sp_compute_util,sp_memory_util,single_func_cost,single_func_deploy_cost,single_func_comm_cost,single_func_profit,single_func_users,single_func_nodes,single_func_avg_modules,single_func_chain_count,single_func_avg_users_per_chain,single_func_avg_nodes_per_chain,single_func_compute_util,single_func_memory_util
0,100.0,7000000000.0,2,3.6666666666666665,100.0,0.0,1.05,0.004,458.20000000000005,80.0,0.9428090415820634,3.0,6.0,1.8484848484848484,0.7015658728963773,3.0,12500.0,12500.0,12500.0,0.128849,0.096637,0.125,0.09375,0.46875,0.0,0.46875,0.257698,0.25,5498.4000000000015,960.0,1007.7803141999998,1007.6978141999997,0.08250000000000002,320292.21968579997,3213,12,3.8333333333333335,23,1005.3353141999999,1005.3353141999999,0.0,319394.6646858,3204,12,2.0,12,267.0,1.0,0.15016448275862063,0.003125,468.1543057,467.55055569999996,0.6037499999999999,133931.8456943,1344,5,3.2,8,1005.3353141999999,1005.3353141999999,0.0,319394.6646858,3204,12,2.0,12,267.0,1.0,0.15016448275862063,0.003125,,1006.8278141999997,1006.7603141999996,0.06749999999999999,319993.1721858,3210,12,3.0,18,178.33333333333334,0.6666666666666666,0.15044568965517235,0.0046875,699.0757144000002,695.0650894,4.010625,213200.92428560002,2139,12,1.1666666666666667,7,305.57142857142856,1.7142857142857142,0.10025025862068962,0.0018229166666666667
