test_data_id,profit_per_user,model_size,module_count,topology_degree,bandwidth,gpu_cost,memory_cost,bandwidth_cost,computation_ability,memory_ability,multi_func_min_cost_cost,multi_func_min_cost_deploy_cost,multi_func_min_cost_comm_cost,multi_func_min_cost_profit,multi_func_min_cost_users,multi_func_min_cost_nodes,multi_func_min_cost_avg_modules,multi_func_min_cost_chain_count,multi_func_profit_cost,multi_func_profit_deploy_cost,multi_func_profit_comm_cost,multi_func_profit_profit,multi_func_profit_users,multi_func_profit_nodes,multi_func_profit_avg_modules,multi_func_profit_chain_count,multi_func_worst_profit_cost,multi_func_worst_profit_deploy_cost,multi_func_worst_profit_comm_cost,multi_func_worst_profit_profit,multi_func_worst_profit_users,multi_func_worst_profit_nodes,multi_func_worst_profit_avg_modules,multi_func_worst_profit_chain_count,multi_func_max_users_cost,multi_func_max_users_deploy_cost,multi_func_max_users_comm_cost,multi_func_max_users_profit,multi_func_max_users_users,multi_func_max_users_nodes,multi_func_max_users_avg_modules,multi_func_max_users_chain_count,sp_error,sp_cost,sp_deploy_cost,sp_comm_cost,sp_profit,sp_users,sp_nodes,sp_avg_modules,sp_chain_count,single_func_cost,single_func_deploy_cost,single_func_comm_cost,single_func_profit,single_func_users,single_func_nodes,single_func_avg_modules,single_func_chain_count
0,10.0,1000000.0,3,1.3333333333333333,1.0,0.0,1.3333333333333333,0.008,2.1333333333333333,5.333333333333333,2.987915808,2.987908,7.808e-06,10657.012084192,1066,3,5.0,5,2.995716,2.987908,0.007808000000000001,10657.004284,1066,3,2.0,2,2.98792752,2.987908,1.9520000000000003e-05,10657.01207248,1066,3,5.0,5,2.995716,2.987908,0.007808000000000001,10657.004284,1066,3,2.0,2,,2.987919712,2.987908,1.1712e-05,10657.012080288,1066,3,5.0,5,2.0014079999999996,1.9935999999999998,0.007808000000000001,7997.998592,800,3,1.0,1
