test_data_id,profit_per_user,model_size,module_count,topology_degree,bandwidth,gpu_cost,memory_cost,bandwidth_cost,computation_ability,memory_ability,multi_func_min_cost_cost,multi_func_min_cost_deploy_cost,multi_func_min_cost_comm_cost,multi_func_min_cost_profit,multi_func_min_cost_users,multi_func_min_cost_nodes,multi_func_min_cost_avg_modules,multi_func_min_cost_chain_count,multi_func_profit_cost,multi_func_profit_deploy_cost,multi_func_profit_comm_cost,multi_func_profit_profit,multi_func_profit_users,multi_func_profit_nodes,multi_func_profit_avg_modules,multi_func_profit_chain_count,multi_func_worst_profit_cost,multi_func_worst_profit_deploy_cost,multi_func_worst_profit_comm_cost,multi_func_worst_profit_profit,multi_func_worst_profit_users,multi_func_worst_profit_nodes,multi_func_worst_profit_avg_modules,multi_func_worst_profit_chain_count,multi_func_max_users_cost,multi_func_max_users_deploy_cost,multi_func_max_users_comm_cost,multi_func_max_users_profit,multi_func_max_users_users,multi_func_max_users_nodes,multi_func_max_users_avg_modules,multi_func_max_users_chain_count,sp_error,single_func_cost,single_func_deploy_cost,single_func_comm_cost,single_func_profit,single_func_users,single_func_nodes,single_func_avg_modules,single_func_chain_count
0,12.0,1000000.0,2,1.0,10.0,0.0,1.5,0.008,1.6,4.0,9.008,9.0,0.008,2.992000000000001,1,2,1.0,1,9.008,9.0,0.008,2.992000000000001,1,2,1.0,1,9.008,9.0,0.008,2.992000000000001,1,2,1.0,1,9.008,9.0,0.008,2.992000000000001,1,2,1.0,1,无法找到任何可行的最短路部署方案,9.008,9.0,0.008,2.992000000000001,1,2,1.0,1
