test_data_id,profit_per_user,model_size,module_count,topology_degree,bandwidth,gpu_cost,memory_cost,bandwidth_cost,computation_ability,memory_ability,multi_func_min_cost_cost,multi_func_min_cost_deploy_cost,multi_func_min_cost_comm_cost,multi_func_min_cost_profit,multi_func_min_cost_users,multi_func_min_cost_nodes,multi_func_min_cost_avg_modules,multi_func_min_cost_chain_count,multi_func_profit_cost,multi_func_profit_deploy_cost,multi_func_profit_comm_cost,multi_func_profit_profit,multi_func_profit_users,multi_func_profit_nodes,multi_func_profit_avg_modules,multi_func_profit_chain_count,multi_func_worst_profit_cost,multi_func_worst_profit_deploy_cost,multi_func_worst_profit_comm_cost,multi_func_worst_profit_profit,multi_func_worst_profit_users,multi_func_worst_profit_nodes,multi_func_worst_profit_avg_modules,multi_func_worst_profit_chain_count,multi_func_max_users_cost,multi_func_max_users_deploy_cost,multi_func_max_users_comm_cost,multi_func_max_users_profit,multi_func_max_users_users,multi_func_max_users_nodes,multi_func_max_users_avg_modules,multi_func_max_users_chain_count,sp_cost,sp_deploy_cost,sp_comm_cost,sp_profit,sp_users,sp_nodes,sp_avg_modules,sp_chain_count,single_func_cost,single_func_deploy_cost,single_func_comm_cost,single_func_profit,single_func_users,single_func_nodes,single_func_avg_modules,single_func_chain_count
0,5.0,1000000.0,1,0.0,10.0,0.0,1.0,0.008,4.0,100.0,0.007452,0.007452,0.0,19.992548,4,1,1.0,1,0.007452,0.007452,0.0,19.992548,4,1,1.0,1,0.007452,0.007452,0.0,19.992548,4,1,1.0,1,0.007452,0.007452,0.0,19.992548,4,1,1.0,1,0.007452,0.007452,0.0,19.992548,4,1,1.0,1,0.007452,0.007452,0.0,19.992548,4,1,1.0,1
